Candidate_Name,Candidate_Skills,Candidate_Exp_Level,Rank,Job_Title,Company,Location,Required_Skills,Job_Exp_Level,Salary,Industry,Skill_Similarity,Final_Score
Joshua Gonzales,"git, microservices, kubernetes, spring boo, python",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.1971,0.1825
Joshua Gonzales,"git, microservices, kubernetes, spring boo, python",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.1971,0.1825
Joshua Gonzales,"git, microservices, kubernetes, spring boo, python",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.1971,0.1825
Margaret Lopez,"c++, microservices, java, oop, docker",Entry Level,1,"Pilot, airline","Stanley, Hernandez and Hamilton",London,"java, c++",Entry Level,125000.0,Software,0.4399,0.3889
Margaret Lopez,"c++, microservices, java, oop, docker",Entry Level,2,Fisheries officer,Graham-Harris,San Francisco,"c++, java",Entry Level,135000.0,Software,0.4399,0.3889
Margaret Lopez,"c++, microservices, java, oop, docker",Entry Level,3,Art therapist,Hanson Ltd,New York,"c++, java",Entry Level,46000.0,Software,0.4399,0.3889
Billy Gallagher,"c++, git, rest api, oop, kubernetes",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.2858,0.258
Billy Gallagher,"c++, git, rest api, oop, kubernetes",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.2858,0.258
Billy Gallagher,"c++, git, rest api, oop, kubernetes",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.2858,0.258
Gary Williams,"git, microservices, c++, rest api, kubernetes",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.285,0.2573
Gary Williams,"git, microservices, c++, rest api, kubernetes",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.285,0.2573
Gary Williams,"git, microservices, c++, rest api, kubernetes",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.285,0.2573
Larry Zimmerman,"docker, rest api, spring boot, kubernetes, python",Mid Level,1,"Psychologist, counselling",Williams Group,Sydney,python,Mid Level,143000.0,Finance,0.228,0.2088
Larry Zimmerman,"docker, rest api, spring boot, kubernetes, python",Mid Level,2,Field seismologist,Morris-Griffin,New York,python,Mid Level,99000.0,Finance,0.228,0.2088
Larry Zimmerman,"docker, rest api, spring boot, kubernetes, python",Mid Level,3,Risk manager,Murphy-Reynolds,Bangalore,python,Mid Level,55000.0,Finance,0.228,0.2088
Robert Barton,"git, spring boot, java, kubernetes, python",Mid Level,1,"Scientist, research (physical sciences)",Turner-Choi,Toronto,"java, python",Mid Level,99000.0,Software,0.3985,0.3537
Robert Barton,"git, spring boot, java, kubernetes, python",Mid Level,2,"Engineer, biomedical",Lewis-Schmidt,Toronto,"python, java",Mid Level,103000.0,Software,0.3985,0.3537
Robert Barton,"git, spring boot, java, kubernetes, python",Mid Level,3,"Scientist, research (physical sciences)","Chaney, George and Mitchell",London,"java, python",Mid Level,70000.0,Software,0.3985,0.3537
Catherine Johnson,,Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Catherine Johnson,,Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Catherine Johnson,,Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Blake Hobbs,"spring boot, kubernetes, c++, python, java",Entry Level,1,Marine scientist,Arnold-Hernandez,Berlin,"python, java, c++",Entry Level,148000.0,Software,0.5605,0.4915
Blake Hobbs,"spring boot, kubernetes, c++, python, java",Entry Level,2,Environmental health practitioner,Carter and Sons,New York,"python, java, c++",Entry Level,75000.0,Software,0.5605,0.4915
Blake Hobbs,"spring boot, kubernetes, c++, python, java",Entry Level,3,Petroleum engineer,"Santos, Hanson and Cross",Toronto,"c++, java, python",Entry Level,40000.0,Software,0.5605,0.4915
Victoria Ryan,"kubernetes, c++, git, spring boot, docker",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.283,0.2556
Victoria Ryan,"kubernetes, c++, git, spring boot, docker",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.283,0.2556
Victoria Ryan,"kubernetes, c++, git, spring boot, docker",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.283,0.2556
Jessica Ross,"oop, rest api, java, kubernetes, microservices",Entry Level,1,Retail banker,Martin Group,London,java,Entry Level,110000.0,Software,0.2882,0.26
Jessica Ross,"oop, rest api, java, kubernetes, microservices",Entry Level,2,Private music teacher,Lawrence Group,Sydney,java,Entry Level,56000.0,Software,0.2882,0.26
Jessica Ross,"oop, rest api, java, kubernetes, microservices",Entry Level,3,"Psychologist, occupational","Dixon, Brooks and Serrano",San Francisco,java,Entry Level,51000.0,Software,0.2882,0.26
Linda Stone,"docker, oop, rest api, spring boot, c++",Senior Level,1,Educational psychologist,"Terry, Duncan and Ramos",Bangalore,c++,Senior Level,109000.0,Software,0.2852,0.2575
Linda Stone,"docker, oop, rest api, spring boot, c++",Senior Level,2,Chartered loss adjuster,Collins-Neal,London,c++,Senior Level,50000.0,Software,0.2852,0.2575
Linda Stone,"docker, oop, rest api, spring boot, c++",Senior Level,3,"Scientist, research (life sciences)",Hunt-Simmons,Berlin,c++,Senior Level,115000.0,Software,0.2852,0.2575
Kayla Armstrong,"microservices, python, rest api, spring boot, oop",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.229,0.2097
Kayla Armstrong,"microservices, python, rest api, spring boot, oop",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.229,0.2097
Kayla Armstrong,"microservices, python, rest api, spring boot, oop",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.229,0.2097
James Payne,"oop, docker, spring boot, kubernetes, python",Mid Level,1,"Psychologist, counselling",Williams Group,Sydney,python,Mid Level,143000.0,Finance,0.2285,0.2092
James Payne,"oop, docker, spring boot, kubernetes, python",Mid Level,2,Field seismologist,Morris-Griffin,New York,python,Mid Level,99000.0,Finance,0.2285,0.2092
James Payne,"oop, docker, spring boot, kubernetes, python",Mid Level,3,Risk manager,Murphy-Reynolds,Bangalore,python,Mid Level,55000.0,Finance,0.2285,0.2092
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,1,Metallurgist,Schneider and Sons,New York,"c++, java",Senior Level,122000.0,Software,0.4392,0.3883
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,2,Child psychotherapist,Woods-Oconnor,Berlin,"java, c++",Senior Level,138000.0,Software,0.4392,0.3883
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,3,Marine scientist,"Foley, Norton and Garcia",Toronto,"java, c++",Senior Level,78000.0,Software,0.4392,0.3883
Pamela Vargas,"kubernetes, git, microservices, c++, oop",Senior Level,1,Educational psychologist,"Terry, Duncan and Ramos",Bangalore,c++,Senior Level,109000.0,Software,0.2856,0.2578
Pamela Vargas,"kubernetes, git, microservices, c++, oop",Senior Level,2,Chartered loss adjuster,Collins-Neal,London,c++,Senior Level,50000.0,Software,0.2856,0.2578
Pamela Vargas,"kubernetes, git, microservices, c++, oop",Senior Level,3,"Scientist, research (life sciences)",Hunt-Simmons,Berlin,c++,Senior Level,115000.0,Software,0.2856,0.2578
Kayla Armstrong,"microservices, python, rest api, spring boot, oop",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.229,0.2097
Kayla Armstrong,"microservices, python, rest api, spring boot, oop",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.229,0.2097
Kayla Armstrong,"microservices, python, rest api, spring boot, oop",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.229,0.2097
Ann White,"oop, microservices, python, git, kubernetes",Senior Level,1,Claims inspector/assessor,"Brewer, Mckinney and Nguyen",London,python,Senior Level,113000.0,Finance,0.229,0.2097
Ann White,"oop, microservices, python, git, kubernetes",Senior Level,2,"Programmer, systems","Brown, Ortega and Hicks",Berlin,python,Senior Level,116000.0,Finance,0.229,0.2097
Ann White,"oop, microservices, python, git, kubernetes",Senior Level,3,"Nurse, mental health","Huff, Torres and Burns",New York,python,Senior Level,93000.0,Finance,0.229,0.2097
Heather Jackson,"c++, spring boot, rest api, docker, oop",Entry Level,1,Archivist,Walton-Mcgrath,San Francisco,c++,Entry Level,83000.0,Software,0.2852,0.2575
Heather Jackson,"c++, spring boot, rest api, docker, oop",Entry Level,2,Amenity horticulturist,Keller-Jones,San Francisco,c++,Entry Level,84000.0,Software,0.2852,0.2575
Heather Jackson,"c++, spring boot, rest api, docker, oop",Entry Level,3,Consulting civil engineer,"Brown, Jones and Brown",Berlin,c++,Entry Level,133000.0,Software,0.2852,0.2575
Ashley Patterson,"c++, rest api, docker, python, kubernetes",Mid Level,1,"Surveyor, rural practice",Robinson and Sons,New York,"c++, python",Mid Level,101000.0,Software,0.4017,0.3565
Ashley Patterson,"c++, rest api, docker, python, kubernetes",Mid Level,2,"Scientist, audiological",Sanchez-Parker,New York,"python, c++",Mid Level,110000.0,Software,0.4017,0.3565
Ashley Patterson,"c++, rest api, docker, python, kubernetes",Mid Level,3,Clothing/textile technologist,Allen-Rodriguez,San Francisco,"c++, python",Mid Level,57000.0,Software,0.4017,0.3565
Billy Gallagher,"c++, git, rest api, oop, kubernetes",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.2858,0.258
Billy Gallagher,"c++, git, rest api, oop, kubernetes",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.2858,0.258
Billy Gallagher,"c++, git, rest api, oop, kubernetes",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.2858,0.258
Joanne Schmidt,"oop, microservices, python, c++, rest api",Mid Level,1,"Surveyor, rural practice",Robinson and Sons,New York,"c++, python",Mid Level,101000.0,Software,0.4039,0.3583
Joanne Schmidt,"oop, microservices, python, c++, rest api",Mid Level,2,"Scientist, audiological",Sanchez-Parker,New York,"python, c++",Mid Level,110000.0,Software,0.4039,0.3583
Joanne Schmidt,"oop, microservices, python, c++, rest api",Mid Level,3,Clothing/textile technologist,Allen-Rodriguez,San Francisco,"c++, python",Mid Level,57000.0,Software,0.4039,0.3583
Cassandra Figueroa,"docker, java, git, rest api, python",Mid Level,1,"Scientist, research (physical sciences)",Turner-Choi,Toronto,"java, python",Mid Level,99000.0,Software,0.4009,0.3557
Cassandra Figueroa,"docker, java, git, rest api, python",Mid Level,2,"Engineer, biomedical",Lewis-Schmidt,Toronto,"python, java",Mid Level,103000.0,Software,0.4009,0.3557
Cassandra Figueroa,"docker, java, git, rest api, python",Mid Level,3,"Scientist, research (physical sciences)","Chaney, George and Mitchell",London,"java, python",Mid Level,70000.0,Software,0.4009,0.3557
Andrew Perez,"docker, oop, spring boot, git, rest api",Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Andrew Perez,"docker, oop, spring boot, git, rest api",Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Andrew Perez,"docker, oop, spring boot, git, rest api",Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Jeffrey Gonzalez,"c++, microservices, docker, spring boot, rest api",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.2845,0.2568
Jeffrey Gonzalez,"c++, microservices, docker, spring boot, rest api",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.2845,0.2568
Jeffrey Gonzalez,"c++, microservices, docker, spring boot, rest api",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.2845,0.2568
Ann White,"oop, microservices, python, git, kubernetes",Senior Level,1,Claims inspector/assessor,"Brewer, Mckinney and Nguyen",London,python,Senior Level,113000.0,Finance,0.229,0.2097
Ann White,"oop, microservices, python, git, kubernetes",Senior Level,2,"Programmer, systems","Brown, Ortega and Hicks",Berlin,python,Senior Level,116000.0,Finance,0.229,0.2097
Ann White,"oop, microservices, python, git, kubernetes",Senior Level,3,"Nurse, mental health","Huff, Torres and Burns",New York,python,Senior Level,93000.0,Finance,0.229,0.2097
Allison Williams,"docker, rest api, java, microservices, python",Mid Level,1,"Scientist, research (physical sciences)",Turner-Choi,Toronto,"java, python",Mid Level,99000.0,Software,0.4028,0.3574
Allison Williams,"docker, rest api, java, microservices, python",Mid Level,2,"Engineer, biomedical",Lewis-Schmidt,Toronto,"python, java",Mid Level,103000.0,Software,0.4028,0.3574
Allison Williams,"docker, rest api, java, microservices, python",Mid Level,3,"Scientist, research (physical sciences)","Chaney, George and Mitchell",London,"java, python",Mid Level,70000.0,Software,0.4028,0.3574
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,1,Metallurgist,Schneider and Sons,New York,"c++, java",Senior Level,122000.0,Software,0.4392,0.3883
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,2,Child psychotherapist,Woods-Oconnor,Berlin,"java, c++",Senior Level,138000.0,Software,0.4392,0.3883
Michael Harrell,"java, microservices, kubernetes, rest api, c++",Senior Level,3,Marine scientist,"Foley, Norton and Garcia",Toronto,"java, c++",Senior Level,78000.0,Software,0.4392,0.3883
Charles Carroll,"git, python, docker, c++, oop",Mid Level,1,"Surveyor, rural practice",Robinson and Sons,New York,"c++, python",Mid Level,101000.0,Software,0.401,0.3558
Charles Carroll,"git, python, docker, c++, oop",Mid Level,2,"Scientist, audiological",Sanchez-Parker,New York,"python, c++",Mid Level,110000.0,Software,0.401,0.3558
Charles Carroll,"git, python, docker, c++, oop",Mid Level,3,Clothing/textile technologist,Allen-Rodriguez,San Francisco,"c++, python",Mid Level,57000.0,Software,0.401,0.3558
Linda Stone,"docker, oop, rest api, spring boot, c++",Senior Level,1,Educational psychologist,"Terry, Duncan and Ramos",Bangalore,c++,Senior Level,109000.0,Software,0.2852,0.2575
Linda Stone,"docker, oop, rest api, spring boot, c++",Senior Level,2,Chartered loss adjuster,Collins-Neal,London,c++,Senior Level,50000.0,Software,0.2852,0.2575
Linda Stone,"docker, oop, rest api, spring boot, c++",Senior Level,3,"Scientist, research (life sciences)",Hunt-Simmons,Berlin,c++,Senior Level,115000.0,Software,0.2852,0.2575
Douglas Weber,"git, java, microservices, python, spring boot",Senior Level,1,"Civil engineer, contracting",Carter PLC,New York,"java, python",Senior Level,64000.0,Software,0.3986,0.3538
Douglas Weber,"git, java, microservices, python, spring boot",Senior Level,2,Stage manager,Scott-Conway,Berlin,"python, java",Senior Level,116000.0,Software,0.3986,0.3538
Douglas Weber,"git, java, microservices, python, spring boot",Senior Level,3,"Therapist, speech and language",Mack-Johnston,Sydney,"python, java",Senior Level,116000.0,Software,0.3986,0.3538
Joshua Carter,"python, kubernetes, docker, microservices, java",Mid Level,1,"Scientist, research (physical sciences)",Turner-Choi,Toronto,"java, python",Mid Level,99000.0,Software,0.4023,0.357
Joshua Carter,"python, kubernetes, docker, microservices, java",Mid Level,2,"Engineer, biomedical",Lewis-Schmidt,Toronto,"python, java",Mid Level,103000.0,Software,0.4023,0.357
Joshua Carter,"python, kubernetes, docker, microservices, java",Mid Level,3,"Scientist, research (physical sciences)","Chaney, George and Mitchell",London,"java, python",Mid Level,70000.0,Software,0.4023,0.357
Jennifer Edwards,"git, microservices, oop, docker, kubernetes",Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Jennifer Edwards,"git, microservices, oop, docker, kubernetes",Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Jennifer Edwards,"git, microservices, oop, docker, kubernetes",Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Benjamin Ritter,"microservices, kubernetes, oop, python, docker",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.2297,0.2103
Benjamin Ritter,"microservices, kubernetes, oop, python, docker",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.2297,0.2103
Benjamin Ritter,"microservices, kubernetes, oop, python, docker",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.2297,0.2103
Stephanie Smith,"statistics, python, numpy, machine learning, nlp",Mid Level,1,Analytical chemist,Clarke and Sons,San Francisco,"machine learning, python",Mid Level,56000.0,Software,0.3447,0.308
Stephanie Smith,"statistics, python, numpy, machine learning, nlp",Mid Level,2,Human resources officer,Sullivan Inc,London,"python, machine learning",Mid Level,102000.0,Software,0.3447,0.308
Stephanie Smith,"statistics, python, numpy, machine learning, nlp",Mid Level,3,Estate manager/land agent,Hayes LLC,Toronto,"python, machine learning",Mid Level,93000.0,Software,0.3447,0.308
Ashley Patterson,"c++, rest api, docker, python, kubernetes",Mid Level,1,"Surveyor, rural practice",Robinson and Sons,New York,"c++, python",Mid Level,101000.0,Software,0.4017,0.3565
Ashley Patterson,"c++, rest api, docker, python, kubernetes",Mid Level,2,"Scientist, audiological",Sanchez-Parker,New York,"python, c++",Mid Level,110000.0,Software,0.4017,0.3565
Ashley Patterson,"c++, rest api, docker, python, kubernetes",Mid Level,3,Clothing/textile technologist,Allen-Rodriguez,San Francisco,"c++, python",Mid Level,57000.0,Software,0.4017,0.3565
Jeffrey Duke,"java, oop, c++, python, spring boot",Senior Level,1,Dietitian,Walsh Inc,Sydney,"java, python, c++",Senior Level,82000.0,Software,0.5631,0.4937
Jeffrey Duke,"java, oop, c++, python, spring boot",Senior Level,2,Insurance claims handler,Rice LLC,Toronto,"java, c++, python",Senior Level,55000.0,Software,0.5631,0.4937
Jeffrey Duke,"java, oop, c++, python, spring boot",Senior Level,3,"Therapist, speech and language",Perez-Bullock,Bangalore,"python, c++, java",Senior Level,130000.0,Software,0.5631,0.4937
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,1,Pharmacologist,Molina-Clark,San Francisco,"c++, python",Entry Level,43000.0,Software,0.3977,0.353
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,2,Forest/woodland manager,Delgado-Chandler,Bangalore,"python, c++",Entry Level,86000.0,Software,0.3977,0.353
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,3,"Engineer, aeronautical",Hall and Sons,London,"python, c++",Entry Level,56000.0,Software,0.3977,0.353
Kevin Murphy,"oop, python, docker, microservices, c++",Entry Level,1,Garment/textile technologist,Green-Booker,Sydney,"c++, python",Entry Level,98000.0,Software,0.4029,0.3575
Kevin Murphy,"oop, python, docker, microservices, c++",Entry Level,2,"Engineer, aeronautical",Hall and Sons,London,"python, c++",Entry Level,56000.0,Software,0.4029,0.3575
Kevin Murphy,"oop, python, docker, microservices, c++",Entry Level,3,Senior tax professional/tax inspector,Fowler-Rogers,Bangalore,"python, c++",Entry Level,48000.0,Software,0.4029,0.3575
Joshua Carter,"python, kubernetes, docker, microservices, java",Mid Level,1,"Scientist, research (physical sciences)",Turner-Choi,Toronto,"java, python",Mid Level,99000.0,Software,0.4023,0.357
Joshua Carter,"python, kubernetes, docker, microservices, java",Mid Level,2,"Engineer, biomedical",Lewis-Schmidt,Toronto,"python, java",Mid Level,103000.0,Software,0.4023,0.357
Joshua Carter,"python, kubernetes, docker, microservices, java",Mid Level,3,"Scientist, research (physical sciences)","Chaney, George and Mitchell",London,"java, python",Mid Level,70000.0,Software,0.4023,0.357
Gary Williams,"git, microservices, c++, rest api, kubernetes",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.285,0.2573
Gary Williams,"git, microservices, c++, rest api, kubernetes",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.285,0.2573
Gary Williams,"git, microservices, c++, rest api, kubernetes",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.285,0.2573
Jennifer Burke,"kubernetes, docker, java, microservices, oop",Senior Level,1,Early years teacher,Jones and Sons,Sydney,java,Senior Level,149000.0,Software,0.2876,0.2595
Jennifer Burke,"kubernetes, docker, java, microservices, oop",Senior Level,2,Trade mark attorney,Smith-Thomas,Toronto,java,Senior Level,108000.0,Software,0.2876,0.2595
Jennifer Burke,"kubernetes, docker, java, microservices, oop",Senior Level,3,"Programmer, applications",Moore Inc,Berlin,java,Senior Level,45000.0,Software,0.2876,0.2595
Margaret Lopez,"c++, microservices, java, oop, docker",Entry Level,1,"Pilot, airline","Stanley, Hernandez and Hamilton",London,"java, c++",Entry Level,125000.0,Software,0.4399,0.3889
Margaret Lopez,"c++, microservices, java, oop, docker",Entry Level,2,Fisheries officer,Graham-Harris,San Francisco,"c++, java",Entry Level,135000.0,Software,0.4399,0.3889
Margaret Lopez,"c++, microservices, java, oop, docker",Entry Level,3,Art therapist,Hanson Ltd,New York,"c++, java",Entry Level,46000.0,Software,0.4399,0.3889
Margaret Lopez,"c++, microservices, java, oop, docker",Entry Level,1,"Pilot, airline","Stanley, Hernandez and Hamilton",London,"java, c++",Entry Level,125000.0,Software,0.4399,0.3889
Margaret Lopez,"c++, microservices, java, oop, docker",Entry Level,2,Fisheries officer,Graham-Harris,San Francisco,"c++, java",Entry Level,135000.0,Software,0.4399,0.3889
Margaret Lopez,"c++, microservices, java, oop, docker",Entry Level,3,Art therapist,Hanson Ltd,New York,"c++, java",Entry Level,46000.0,Software,0.4399,0.3889
James Payne,"oop, docker, spring boot, kubernetes, python",Mid Level,1,"Psychologist, counselling",Williams Group,Sydney,python,Mid Level,143000.0,Finance,0.2285,0.2092
James Payne,"oop, docker, spring boot, kubernetes, python",Mid Level,2,Field seismologist,Morris-Griffin,New York,python,Mid Level,99000.0,Finance,0.2285,0.2092
James Payne,"oop, docker, spring boot, kubernetes, python",Mid Level,3,Risk manager,Murphy-Reynolds,Bangalore,python,Mid Level,55000.0,Finance,0.2285,0.2092
Jason Rogers,"microservices, rest api, oop, spring boot, c++",Entry Level,1,Archivist,Walton-Mcgrath,San Francisco,c++,Entry Level,83000.0,Software,0.2856,0.2578
Jason Rogers,"microservices, rest api, oop, spring boot, c++",Entry Level,2,Amenity horticulturist,Keller-Jones,San Francisco,c++,Entry Level,84000.0,Software,0.2856,0.2578
Jason Rogers,"microservices, rest api, oop, spring boot, c++",Entry Level,3,Consulting civil engineer,"Brown, Jones and Brown",Berlin,c++,Entry Level,133000.0,Software,0.2856,0.2578
Bryan Chapman,,Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Bryan Chapman,,Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Bryan Chapman,,Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Jason Rogers,"microservices, rest api, oop, spring boot, c++",Entry Level,1,Archivist,Walton-Mcgrath,San Francisco,c++,Entry Level,83000.0,Software,0.2856,0.2578
Jason Rogers,"microservices, rest api, oop, spring boot, c++",Entry Level,2,Amenity horticulturist,Keller-Jones,San Francisco,c++,Entry Level,84000.0,Software,0.2856,0.2578
Jason Rogers,"microservices, rest api, oop, spring boot, c++",Entry Level,3,Consulting civil engineer,"Brown, Jones and Brown",Berlin,c++,Entry Level,133000.0,Software,0.2856,0.2578
Casey Garcia,"spring boot, microservices, docker, oop, c++",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.285,0.2573
Casey Garcia,"spring boot, microservices, docker, oop, c++",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.285,0.2573
Casey Garcia,"spring boot, microservices, docker, oop, c++",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.285,0.2573
Todd Harper,"java, python, kubernetes, spring boot, oop",Mid Level,1,"Scientist, research (physical sciences)",Turner-Choi,Toronto,"java, python",Mid Level,99000.0,Software,0.4017,0.3565
Todd Harper,"java, python, kubernetes, spring boot, oop",Mid Level,2,"Engineer, biomedical",Lewis-Schmidt,Toronto,"python, java",Mid Level,103000.0,Software,0.4017,0.3565
Todd Harper,"java, python, kubernetes, spring boot, oop",Mid Level,3,"Scientist, research (physical sciences)","Chaney, George and Mitchell",London,"java, python",Mid Level,70000.0,Software,0.4017,0.3565
Benjamin Ritter,"microservices, kubernetes, oop, python, docker",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.2297,0.2103
Benjamin Ritter,"microservices, kubernetes, oop, python, docker",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.2297,0.2103
Benjamin Ritter,"microservices, kubernetes, oop, python, docker",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.2297,0.2103
Travis French,"git, oop, java, python, microservices",Entry Level,1,"Surveyor, minerals",Horton-Morales,Berlin,"python, java",Entry Level,67000.0,Software,0.4025,0.3571
Travis French,"git, oop, java, python, microservices",Entry Level,2,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.4025,0.3571
Travis French,"git, oop, java, python, microservices",Entry Level,3,"Surveyor, hydrographic","Nelson, Rice and Edwards",Bangalore,"python, java",Entry Level,140000.0,Software,0.4025,0.3571
Michael Vazquez,"c++, oop, kubernetes, pytho, git",Entry Level,1,Archivist,Walton-Mcgrath,San Francisco,c++,Entry Level,83000.0,Software,0.2521,0.2293
Michael Vazquez,"c++, oop, kubernetes, pytho, git",Entry Level,2,Amenity horticulturist,Keller-Jones,San Francisco,c++,Entry Level,84000.0,Software,0.2521,0.2293
Michael Vazquez,"c++, oop, kubernetes, pytho, git",Entry Level,3,Consulting civil engineer,"Brown, Jones and Brown",Berlin,c++,Entry Level,133000.0,Software,0.2521,0.2293
Blake Hobbs,"spring boot, kubernetes, c++, python, java",Entry Level,1,Marine scientist,Arnold-Hernandez,Berlin,"python, java, c++",Entry Level,148000.0,Software,0.5605,0.4915
Blake Hobbs,"spring boot, kubernetes, c++, python, java",Entry Level,2,Environmental health practitioner,Carter and Sons,New York,"python, java, c++",Entry Level,75000.0,Software,0.5605,0.4915
Blake Hobbs,"spring boot, kubernetes, c++, python, java",Entry Level,3,Petroleum engineer,"Santos, Hanson and Cross",Toronto,"c++, java, python",Entry Level,40000.0,Software,0.5605,0.4915
