Candidate_Name,Candidate_Skills,Candidate_Exp_Level,Rank,Job_Title,Company,Location,Required_Skills,Job_Exp_Level,Salary,Industry,Skill_Similarity,Final_Score,Skill_Overlap_Ratio,Level_Match
Natasha Turner,"rest api, kubernetes, git, c++, docker",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.2847,0.257,1.0,True
Natasha Turner,"rest api, kubernetes, git, c++, docker",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.2847,0.257,1.0,True
Amy Cox,"rest api, oop, microservices, python, c++",Entry Level,1,Garment/textile technologist,Green-Booker,Sydney,"c++, python",Entry Level,98000.0,Software,0.4039,0.3583,1.0,True
Amy Cox,"rest api, oop, microservices, python, c++",Entry Level,2,"Engineer, aeronautical",Hall and Sons,London,"python, c++",Entry Level,56000.0,Software,0.4039,0.3583,1.0,True
Amy Cox,"rest api, oop, microservices, python, c++",Entry Level,3,Senior tax professional/tax inspector,Fowler-Rogers,Bangalore,"python, c++",Entry Level,48000.0,Software,0.4039,0.3583,1.0,True
Bryan Cooper,"python, spring boot, microservices, kubernetes, rest api",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.2283,0.209,1.0,True
Bryan Cooper,"python, spring boot, microservices, kubernetes, rest api",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.2283,0.209,1.0,True
Bryan Cooper,"python, spring boot, microservices, kubernetes, rest api",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.2283,0.209,1.0,True
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,1,Pharmacologist,Molina-Clark,San Francisco,"c++, python",Entry Level,43000.0,Software,0.3977,0.353,1.0,True
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,2,Forest/woodland manager,Delgado-Chandler,Bangalore,"python, c++",Entry Level,86000.0,Software,0.3977,0.353,1.0,True
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,3,"Engineer, aeronautical",Hall and Sons,London,"python, c++",Entry Level,56000.0,Software,0.3977,0.353,1.0,True
Chelsea Snyder,"c++, oop, rest api, java, spring boot",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4381,0.3874,1.0,True
Chelsea Snyder,"c++, oop, rest api, java, spring boot",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4381,0.3874,1.0,True
Chelsea Snyder,"c++, oop, rest api, java, spring boot",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4381,0.3874,1.0,True
Gary Williams,"git, microservices, c++, rest api, kubernetes",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.285,0.2573,1.0,True
Gary Williams,"git, microservices, c++, rest api, kubernetes",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.285,0.2573,1.0,True
Gary Williams,"git, microservices, c++, rest api, kubernetes",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.285,0.2573,1.0,True
Travis French,"git, oop, java, python, microservices",Entry Level,1,"Surveyor, minerals",Horton-Morales,Berlin,"python, java",Entry Level,67000.0,Software,0.4025,0.3571,1.0,True
Travis French,"git, oop, java, python, microservices",Entry Level,2,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.4025,0.3571,1.0,True
Travis French,"git, oop, java, python, microservices",Entry Level,3,"Surveyor, hydrographic","Nelson, Rice and Edwards",Bangalore,"python, java",Entry Level,140000.0,Software,0.4025,0.3571,1.0,True
Andrew Perez,"docker, oop, spring boot, git, rest api",Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015,0.0,True
Andrew Perez,"docker, oop, spring boot, git, rest api",Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015,0.0,True
Andrew Perez,"docker, oop, spring boot, git, rest api",Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015,0.0,True
Benjamin Keith,"spring boot, docker, oop, rest api, python",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.2287,0.2094,1.0,True
Benjamin Keith,"spring boot, docker, oop, rest api, python",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.2287,0.2094,1.0,True
Benjamin Keith,"spring boot, docker, oop, rest api, python",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.2287,0.2094,1.0,True
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,1,Pharmacologist,Molina-Clark,San Francisco,"c++, python",Entry Level,43000.0,Software,0.3977,0.353,1.0,True
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,2,Forest/woodland manager,Delgado-Chandler,Bangalore,"python, c++",Entry Level,86000.0,Software,0.3977,0.353,1.0,True
Meagan Orozco,"python, c++, git, spring boot, microservices",Entry Level,3,"Engineer, aeronautical",Hall and Sons,London,"python, c++",Entry Level,56000.0,Software,0.3977,0.353,1.0,True
Lori Gonzalez,"git, spring boot, microservices, oop, kubernetes",Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015,0.0,True
Lori Gonzalez,"git, spring boot, microservices, oop, kubernetes",Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015,0.0,True
Lori Gonzalez,"git, spring boot, microservices, oop, kubernetes",Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015,0.0,True
Stacy Smith,"java, c++, spring boot, oop, rest api",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4381,0.3874,1.0,True
Stacy Smith,"java, c++, spring boot, oop, rest api",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4381,0.3874,1.0,True
Stacy Smith,"java, c++, spring boot, oop, rest api",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4381,0.3874,1.0,True
Jessica Ross,"oop, rest api, java, kubernetes, microservices",Entry Level,1,Retail banker,Martin Group,London,java,Entry Level,110000.0,Software,0.2882,0.26,1.0,True
Jessica Ross,"oop, rest api, java, kubernetes, microservices",Entry Level,2,Private music teacher,Lawrence Group,Sydney,java,Entry Level,56000.0,Software,0.2882,0.26,1.0,True
Jessica Ross,"oop, rest api, java, kubernetes, microservices",Entry Level,3,"Psychologist, occupational","Dixon, Brooks and Serrano",San Francisco,java,Entry Level,51000.0,Software,0.2882,0.26,1.0,True
Michael Vazquez,"c++, oop, kubernetes, pytho, git",Entry Level,1,Archivist,Walton-Mcgrath,San Francisco,c++,Entry Level,83000.0,Software,0.2521,0.2293,1.0,True
Michael Vazquez,"c++, oop, kubernetes, pytho, git",Entry Level,2,Amenity horticulturist,Keller-Jones,San Francisco,c++,Entry Level,84000.0,Software,0.2521,0.2293,1.0,True
Michael Vazquez,"c++, oop, kubernetes, pytho, git",Entry Level,3,Consulting civil engineer,"Brown, Jones and Brown",Berlin,c++,Entry Level,133000.0,Software,0.2521,0.2293,1.0,True
Travis French,"git, oop, java, python, microservices",Entry Level,1,"Surveyor, minerals",Horton-Morales,Berlin,"python, java",Entry Level,67000.0,Software,0.4025,0.3571,1.0,True
Travis French,"git, oop, java, python, microservices",Entry Level,2,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.4025,0.3571,1.0,True
Travis French,"git, oop, java, python, microservices",Entry Level,3,"Surveyor, hydrographic","Nelson, Rice and Edwards",Bangalore,"python, java",Entry Level,140000.0,Software,0.4025,0.3571,1.0,True
Douglas Weber,"git, java, microservices, python, spring boot",Senior Level,1,"Civil engineer, contracting",Carter PLC,New York,"java, python",Senior Level,64000.0,Software,0.3986,0.3538,1.0,True
Douglas Weber,"git, java, microservices, python, spring boot",Senior Level,2,Stage manager,Scott-Conway,Berlin,"python, java",Senior Level,116000.0,Software,0.3986,0.3538,1.0,True
Douglas Weber,"git, java, microservices, python, spring boot",Senior Level,3,"Therapist, speech and language",Mack-Johnston,Sydney,"python, java",Senior Level,116000.0,Software,0.3986,0.3538,1.0,True
Benjamin Ritter,"microservices, kubernetes, oop, python, docker",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.2297,0.2103,1.0,True
Benjamin Ritter,"microservices, kubernetes, oop, python, docker",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.2297,0.2103,1.0,True
Benjamin Ritter,"microservices, kubernetes, oop, python, docker",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.2297,0.2103,1.0,True
Cassandra Figueroa,"docker, java, git, rest api, python",Mid Level,1,"Scientist, research (physical sciences)",Turner-Choi,Toronto,"java, python",Mid Level,99000.0,Software,0.4009,0.3557,1.0,True
Cassandra Figueroa,"docker, java, git, rest api, python",Mid Level,2,"Engineer, biomedical",Lewis-Schmidt,Toronto,"python, java",Mid Level,103000.0,Software,0.4009,0.3557,1.0,True
Cassandra Figueroa,"docker, java, git, rest api, python",Mid Level,3,"Scientist, research (physical sciences)","Chaney, George and Mitchell",London,"java, python",Mid Level,70000.0,Software,0.4009,0.3557,1.0,True
Dr. William Wagner,"kubernetes, python, git, rest api, c++",Senior Level,1,Production engineer,Wright-Cummings,Toronto,"python, c++",Senior Level,90000.0,Software,0.4004,0.3553,1.0,True
Dr. William Wagner,"kubernetes, python, git, rest api, c++",Senior Level,2,Trade mark attorney,Mills-Anderson,New York,"c++, python",Senior Level,116000.0,Software,0.4004,0.3553,1.0,True
Dr. William Wagner,"kubernetes, python, git, rest api, c++",Senior Level,3,Energy engineer,"Williams, White and Patel",Toronto,"c++, python",Senior Level,110000.0,Software,0.4004,0.3553,1.0,True
Jessica Ross,"oop, rest api, java, kubernetes, microservices",Entry Level,1,Retail banker,Martin Group,London,java,Entry Level,110000.0,Software,0.2882,0.26,1.0,True
Jessica Ross,"oop, rest api, java, kubernetes, microservices",Entry Level,2,Private music teacher,Lawrence Group,Sydney,java,Entry Level,56000.0,Software,0.2882,0.26,1.0,True
Jessica Ross,"oop, rest api, java, kubernetes, microservices",Entry Level,3,"Psychologist, occupational","Dixon, Brooks and Serrano",San Francisco,java,Entry Level,51000.0,Software,0.2882,0.26,1.0,True
John Estes,"c++, spring boot, python, microservices, oop",Mid Level,1,"Surveyor, rural practice",Robinson and Sons,New York,"c++, python",Mid Level,101000.0,Software,0.401,0.3558,1.0,True
John Estes,"c++, spring boot, python, microservices, oop",Mid Level,2,"Scientist, audiological",Sanchez-Parker,New York,"python, c++",Mid Level,110000.0,Software,0.401,0.3558,1.0,True
John Estes,"c++, spring boot, python, microservices, oop",Mid Level,3,Clothing/textile technologist,Allen-Rodriguez,San Francisco,"c++, python",Mid Level,57000.0,Software,0.401,0.3558,1.0,True
Kenneth Grant,"c++, kubernetes, java, git, docker",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4362,0.3858,1.0,True
Kenneth Grant,"c++, kubernetes, java, git, docker",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4362,0.3858,1.0,True
Kenneth Grant,"c++, kubernetes, java, git, docker",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4362,0.3858,1.0,True
Benjamin Keith,"spring boot, docker, oop, rest api, python",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.2287,0.2094,1.0,True
Benjamin Keith,"spring boot, docker, oop, rest api, python",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.2287,0.2094,1.0,True
Benjamin Keith,"spring boot, docker, oop, rest api, python",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.2287,0.2094,1.0,True
Joseph Johnson,"docker, python, kubernetes, c++, oop",Mid Level,1,"Surveyor, rural practice",Robinson and Sons,New York,"c++, python",Mid Level,101000.0,Software,0.4028,0.3574,1.0,True
Joseph Johnson,"docker, python, kubernetes, c++, oop",Mid Level,2,"Scientist, audiological",Sanchez-Parker,New York,"python, c++",Mid Level,110000.0,Software,0.4028,0.3574,1.0,True
Joseph Johnson,"docker, python, kubernetes, c++, oop",Mid Level,3,Clothing/textile technologist,Allen-Rodriguez,San Francisco,"c++, python",Mid Level,57000.0,Software,0.4028,0.3574,1.0,True
Jason Cox,"git, rest api, spring boot, java, c++",Entry Level,1,"Pilot, airline","Stanley, Hernandez and Hamilton",London,"java, c++",Entry Level,125000.0,Software,0.4347,0.3845,1.0,True
Jason Cox,"git, rest api, spring boot, java, c++",Entry Level,2,Fisheries officer,Graham-Harris,San Francisco,"c++, java",Entry Level,135000.0,Software,0.4347,0.3845,1.0,True
Jason Cox,"git, rest api, spring boot, java, c++",Entry Level,3,Art therapist,Hanson Ltd,New York,"c++, java",Entry Level,46000.0,Software,0.4347,0.3845,1.0,True
Catherine Johnson,,Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015,0.0,True
Catherine Johnson,,Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015,0.0,True
Catherine Johnson,,Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015,0.0,True
Tamara Martin,"git, rest api, python, microservices, oop",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.2293,0.2099,1.0,True
Tamara Martin,"git, rest api, python, microservices, oop",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.2293,0.2099,1.0,True
Tamara Martin,"git, rest api, python, microservices, oop",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.2293,0.2099,1.0,True
Lisa Blair,"git, java, c++, oop, rest api",Senior Level,1,Metallurgist,Schneider and Sons,New York,"c++, java",Senior Level,122000.0,Software,0.4388,0.3879,1.0,True
Lisa Blair,"git, java, c++, oop, rest api",Senior Level,2,Child psychotherapist,Woods-Oconnor,Berlin,"java, c++",Senior Level,138000.0,Software,0.4388,0.3879,1.0,True
Lisa Blair,"git, java, c++, oop, rest api",Senior Level,3,Marine scientist,"Foley, Norton and Garcia",Toronto,"java, c++",Senior Level,78000.0,Software,0.4388,0.3879,1.0,True
Gary Williams,"git, microservices, c++, rest api, kubernetes",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.285,0.2573,1.0,True
Gary Williams,"git, microservices, c++, rest api, kubernetes",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.285,0.2573,1.0,True
Gary Williams,"git, microservices, c++, rest api, kubernetes",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.285,0.2573,1.0,True
William Moore,"oop, kubernetes, spring boot, docker, git",Mid Level,1,Agricultural engineer,Miller LLC,Sydney,react,Mid Level,130000.0,Software,0.0,0.015,0.0,True
William Moore,"oop, kubernetes, spring boot, docker, git",Mid Level,2,Pharmacologist,Johnson and Sons,San Francisco,"sales, customer service",Mid Level,40000.0,Retail,0.0,0.015,0.0,True
William Moore,"oop, kubernetes, spring boot, docker, git",Mid Level,3,Higher education careers adviser,Hawkins-Jordan,London,research,Mid Level,52000.0,Education,0.0,0.015,0.0,True
John Smith,"microservices, spring boot, git, docker, rest api",Senior Level,1,Chartered public finance accountant,"Gilmore, Johnson and Chung",London,medical research,Senior Level,99000.0,Healthcare,0.0,0.015,0.0,True
John Smith,"microservices, spring boot, git, docker, rest api",Senior Level,2,Insurance risk surveyor,"Johnson, Ware and Snyder",London,merchandising,Senior Level,106000.0,Retail,0.0,0.015,0.0,True
John Smith,"microservices, spring boot, git, docker, rest api",Senior Level,3,Early years teacher,Richardson Ltd,Sydney,pharmaceuticals,Senior Level,87000.0,Healthcare,0.0,0.015,0.0,True
Sean Holloway,"git, rest api, oop, java, kubernetes",Entry Level,1,Retail banker,Martin Group,London,java,Entry Level,110000.0,Software,0.287,0.259,1.0,True
Sean Holloway,"git, rest api, oop, java, kubernetes",Entry Level,2,Private music teacher,Lawrence Group,Sydney,java,Entry Level,56000.0,Software,0.287,0.259,1.0,True
Sean Holloway,"git, rest api, oop, java, kubernetes",Entry Level,3,"Psychologist, occupational","Dixon, Brooks and Serrano",San Francisco,java,Entry Level,51000.0,Software,0.287,0.259,1.0,True
Todd Harper,"java, python, kubernetes, spring boot, oop",Mid Level,1,"Scientist, research (physical sciences)",Turner-Choi,Toronto,"java, python",Mid Level,99000.0,Software,0.4017,0.3565,1.0,True
Todd Harper,"java, python, kubernetes, spring boot, oop",Mid Level,2,"Engineer, biomedical",Lewis-Schmidt,Toronto,"python, java",Mid Level,103000.0,Software,0.4017,0.3565,1.0,True
Todd Harper,"java, python, kubernetes, spring boot, oop",Mid Level,3,"Scientist, research (physical sciences)","Chaney, George and Mitchell",London,"java, python",Mid Level,70000.0,Software,0.4017,0.3565,1.0,True
Benjamin Ritter,"microservices, kubernetes, oop, python, docker",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.2297,0.2103,1.0,True
Benjamin Ritter,"microservices, kubernetes, oop, python, docker",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.2297,0.2103,1.0,True
Benjamin Ritter,"microservices, kubernetes, oop, python, docker",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.2297,0.2103,1.0,True
William Moore,"oop, kubernetes, spring boot, docker, git",Mid Level,1,Agricultural engineer,Miller LLC,Sydney,react,Mid Level,130000.0,Software,0.0,0.015,0.0,True
William Moore,"oop, kubernetes, spring boot, docker, git",Mid Level,2,Pharmacologist,Johnson and Sons,San Francisco,"sales, customer service",Mid Level,40000.0,Retail,0.0,0.015,0.0,True
William Moore,"oop, kubernetes, spring boot, docker, git",Mid Level,3,Higher education careers adviser,Hawkins-Jordan,London,research,Mid Level,52000.0,Education,0.0,0.015,0.0,True
Cassandra Figueroa,"docker, java, git, rest api, python",Mid Level,1,"Scientist, research (physical sciences)",Turner-Choi,Toronto,"java, python",Mid Level,99000.0,Software,0.4009,0.3557,1.0,True
Cassandra Figueroa,"docker, java, git, rest api, python",Mid Level,2,"Engineer, biomedical",Lewis-Schmidt,Toronto,"python, java",Mid Level,103000.0,Software,0.4009,0.3557,1.0,True
Cassandra Figueroa,"docker, java, git, rest api, python",Mid Level,3,"Scientist, research (physical sciences)","Chaney, George and Mitchell",London,"java, python",Mid Level,70000.0,Software,0.4009,0.3557,1.0,True
Benjamin Keith,"spring boot, docker, oop, rest api, python",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.2287,0.2094,1.0,True
Benjamin Keith,"spring boot, docker, oop, rest api, python",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.2287,0.2094,1.0,True
Benjamin Keith,"spring boot, docker, oop, rest api, python",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.2287,0.2094,1.0,True
Kenneth Grant,"c++, kubernetes, java, git, docker",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4362,0.3858,1.0,True
Kenneth Grant,"c++, kubernetes, java, git, docker",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4362,0.3858,1.0,True
Kenneth Grant,"c++, kubernetes, java, git, docker",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4362,0.3858,1.0,True
Jacob Richardson,"java, microservices, rest api, c++, oop",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4409,0.3897,1.0,True
Jacob Richardson,"java, microservices, rest api, c++, oop",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4409,0.3897,1.0,True
Jacob Richardson,"java, microservices, rest api, c++, oop",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4409,0.3897,1.0,True
Casey Garcia,"spring boot, microservices, docker, oop, c++",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.285,0.2573,1.0,True
Casey Garcia,"spring boot, microservices, docker, oop, c++",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.285,0.2573,1.0,True
Casey Garcia,"spring boot, microservices, docker, oop, c++",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.285,0.2573,1.0,True
Catherine Johnson,,Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015,0.0,True
Catherine Johnson,,Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015,0.0,True
Catherine Johnson,,Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015,0.0,True
Julie Shaw,"rest api, git, c++, kubernetes, oop",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.2858,0.258,1.0,True
Julie Shaw,"rest api, git, c++, kubernetes, oop",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.2858,0.258,1.0,True
Julie Shaw,"rest api, git, c++, kubernetes, oop",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.2858,0.258,1.0,True
James Orr,"spring boot, rest api, git, c++, microservices",Senior Level,1,Educational psychologist,"Terry, Duncan and Ramos",Bangalore,c++,Senior Level,109000.0,Software,0.2837,0.2561,1.0,True
James Orr,"spring boot, rest api, git, c++, microservices",Senior Level,2,Chartered loss adjuster,Collins-Neal,London,c++,Senior Level,50000.0,Software,0.2837,0.2561,1.0,True
James Orr,"spring boot, rest api, git, c++, microservices",Senior Level,3,"Scientist, research (life sciences)",Hunt-Simmons,Berlin,c++,Senior Level,115000.0,Software,0.2837,0.2561,1.0,True
Victoria Ryan,"kubernetes, c++, git, spring boot, docker",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.283,0.2556,1.0,True
Victoria Ryan,"kubernetes, c++, git, spring boot, docker",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.283,0.2556,1.0,True
Victoria Ryan,"kubernetes, c++, git, spring boot, docker",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.283,0.2556,1.0,True
Jennifer Burke,"kubernetes, docker, java, microservices, oop",Senior Level,1,Early years teacher,Jones and Sons,Sydney,java,Senior Level,149000.0,Software,0.2876,0.2595,1.0,True
Jennifer Burke,"kubernetes, docker, java, microservices, oop",Senior Level,2,Trade mark attorney,Smith-Thomas,Toronto,java,Senior Level,108000.0,Software,0.2876,0.2595,1.0,True
Jennifer Burke,"kubernetes, docker, java, microservices, oop",Senior Level,3,"Programmer, applications",Moore Inc,Berlin,java,Senior Level,45000.0,Software,0.2876,0.2595,1.0,True
Cassandra Figueroa,"docker, java, git, rest api, python",Mid Level,1,"Scientist, research (physical sciences)",Turner-Choi,Toronto,"java, python",Mid Level,99000.0,Software,0.4009,0.3557,1.0,True
Cassandra Figueroa,"docker, java, git, rest api, python",Mid Level,2,"Engineer, biomedical",Lewis-Schmidt,Toronto,"python, java",Mid Level,103000.0,Software,0.4009,0.3557,1.0,True
Cassandra Figueroa,"docker, java, git, rest api, python",Mid Level,3,"Scientist, research (physical sciences)","Chaney, George and Mitchell",London,"java, python",Mid Level,70000.0,Software,0.4009,0.3557,1.0,True
Kenneth Grant,"c++, kubernetes, java, git, docker",Mid Level,1,Database administrator,"Allen, Owens and Brown",Toronto,"c++, java",Mid Level,130000.0,Software,0.4362,0.3858,1.0,True
Kenneth Grant,"c++, kubernetes, java, git, docker",Mid Level,2,Tax inspector,Lee Inc,Berlin,"c++, java",Mid Level,145000.0,Software,0.4362,0.3858,1.0,True
Kenneth Grant,"c++, kubernetes, java, git, docker",Mid Level,3,Airline pilot,Crane-Anderson,Berlin,"java, c++",Mid Level,100000.0,Software,0.4362,0.3858,1.0,True
Gina Johnson,"kubernetes, java, docker, microservices, oop",Entry Level,1,Retail banker,Martin Group,London,java,Entry Level,110000.0,Software,0.2876,0.2595,1.0,True
Gina Johnson,"kubernetes, java, docker, microservices, oop",Entry Level,2,Private music teacher,Lawrence Group,Sydney,java,Entry Level,56000.0,Software,0.2876,0.2595,1.0,True
Gina Johnson,"kubernetes, java, docker, microservices, oop",Entry Level,3,"Psychologist, occupational","Dixon, Brooks and Serrano",San Francisco,java,Entry Level,51000.0,Software,0.2876,0.2595,1.0,True
James Larson,"rest api, kubernetes, git, oop, python",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.2292,0.2098,1.0,True
James Larson,"rest api, kubernetes, git, oop, python",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.2292,0.2098,1.0,True
James Larson,"rest api, kubernetes, git, oop, python",Entry Level,3,Learning mentor,Adams-Le,Bangalore,python,Entry Level,125000.0,Software,0.2292,0.2098,1.0,True
Gina Johnson,"kubernetes, java, docker, microservices, oop",Entry Level,1,Retail banker,Martin Group,London,java,Entry Level,110000.0,Software,0.2876,0.2595,1.0,True
Gina Johnson,"kubernetes, java, docker, microservices, oop",Entry Level,2,Private music teacher,Lawrence Group,Sydney,java,Entry Level,56000.0,Software,0.2876,0.2595,1.0,True
Gina Johnson,"kubernetes, java, docker, microservices, oop",Entry Level,3,"Psychologist, occupational","Dixon, Brooks and Serrano",San Francisco,java,Entry Level,51000.0,Software,0.2876,0.2595,1.0,True
Derek Bryant,"spring boot, git, oop, python, docker",Entry Level,1,Chartered public finance accountant,Griffith-Rodriguez,New York,python,Entry Level,92000.0,Finance,0.2276,0.2085,1.0,True
Derek Bryant,"spring boot, git, oop, python, docker",Entry Level,2,"Designer, fashion/clothing",Matthews-Bradford,Toronto,python,Entry Level,68000.0,Software,0.2276,0.2085,1.0,True
